,RAdeg,DEdeg,Z,LOGMSTAR,LOGMSTARERR,LOGSFRSED,LOGSFRSEDERR
34,228.5666666666667,46.33888888888889,0.0373,10.282,0.029,-0.011,0.061
35,150.96249999999998,50.348055555555554,0.0321,10.237,0.032,0.11,0.028
36,122.59583333333335,42.2736111111111,0.0635,11.564,0.005,0.009,0.138
37,155.8858333269755,52.34194444444444,0.0322,11.103,0.025,0.786,0.112
38,177.64708333015443,50.57944444444445,0.0226,9.646,0.08,-0.852,0.432
39,196.31083333492282,-0.37305555555555553,0.0227,10.049,0.019,-0.869,0.101
0,13.0375,14.503611111111113,0.0304,9.084,0.055,-0.711,0.028
1,5.583333333333333,15.941666666666668,0.0174,8.831,0.067,-0.915,0.09
2,21.27916666666666,14.61888888888889,0.022,8.931,0.046,-1.115,0.084
3,134.82083333333335,10.629722222222222,0.0301,8.795,0.073,-0.789,0.132
4,146.9,23.90694444444444,0.0238,9.421,0.038,-0.775,0.249
5,143.00416666666666,12.261666666666668,0.0197,9.201,0.068,-0.95,0.22
6,145.94166666666666,14.680000000000001,0.0128,8.597,0.033,-1.395,0.027
7,136.8666666666667,15.426111111111112,0.0128,7.992,0.075,-1.493,0.043
8,140.125,12.837777777777777,0.0357,9.359,0.067,-0.575,0.162
9,140.17916666666665,12.835833333333332,0.036,9.644,0.049,-0.499,0.229
10,137.00833333333333,27.41277777777778,0.0224,8.677,0.056,-1.246,0.082
11,137.23333333333335,27.51388888888889,0.0219,8.921,0.042,-1.207,0.095
12,137.34583333333333,27.619999999999997,0.0228,8.797,0.093,-0.646,0.171
13,139.9,26.875833333333333,0.0237,8.989,0.067,-0.945,0.147
14,141.63333333333333,26.29722222222222,0.0488,9.553,0.078,-0.316,0.168
15,150.22916666666669,12.98111111111111,0.0206,8.937,0.067,-0.885,0.16
16,150.44583333333335,7.321388888888889,0.0326,8.979,0.065,-0.797,0.087
17,151.52083333333337,7.466388888888889,0.0222,8.436,0.067,-1.135,0.115
18,164.60833333333335,6.545555555555556,0.022,8.729,0.067,-1.045,0.108
19,150.57083333333335,4.9608333333333325,0.0131,8.568,0.057,-1.378,0.117
20,152.41666666666666,5.286111111111112,0.0141,8.274,0.062,-1.576,0.058
21,156.87500000000003,14.585555555555555,0.0202,8.463,0.064,-1.209,0.082
22,170.725,26.605,0.02,9.179,0.061,-0.823,0.164
23,176.53750000000002,12.879444444444445,0.011,8.365,0.058,-1.388,0.098
24,173.44999999999996,9.071111111111112,0.0206,8.679,0.053,-1.214,0.081
25,177.06250000000003,10.753055555555555,0.0214,8.551,0.059,-1.147,0.06
26,174.21249999999998,7.67361111111111,0.018,8.19,0.082,-0.953,0.083
27,174.1333333333333,5.270555555555556,0.0213,8.434,0.088,-1.017,0.129
28,166.05416666666665,4.330555555555556,0.0203,8.953,0.039,-1.235,0.044
29,166.83333333333334,4.542222222222223,0.023,8.991,0.04,-1.17,0.076
30,177.41666666666669,12.393888888888888,0.0107,8.195,0.085,-1.62,0.052
31,180.82083333333333,26.578055555555554,0.0109,8.453,0.065,-1.34,0.116
32,186.32083333333333,11.007222222222222,0.0396,9.4,0.054,-0.471,0.084
33,191.5333333333333,4.443611111111111,0.0236,9.258,0.039,-1.077,0.193
34,180.29583333333335,15.626111111111111,0.0227,8.84,0.05,-1.168,0.061
35,188.17083333333335,14.694722222222222,0.0241,8.788,0.086,-0.648,0.106
36,194.9541666666667,12.656944444444445,0.0212,8.583,0.061,-1.187,0.074
37,191.77083333333337,9.936666666666667,0.0237,8.976,0.042,-1.088,0.063
38,194.90833333333336,6.446388888888888,0.0212,8.553,0.062,-1.156,0.073
39,209.4375,25.600833333333334,0.0315,9.339,0.059,-0.797,0.221
40,209.82083333333335,24.99861111111111,0.0371,9.914,0.037,-0.747,0.566
41,195.275,11.506388888888889,0.0225,8.636,0.076,-0.95,0.133
42,197.22500000000002,13.456944444444444,0.0255,8.683,0.07,-0.889,0.105
43,203.40833333333336,8.023055555555555,0.0247,9.166,0.064,-0.861,0.174
44,222.59583333333336,12.012777777777778,0.0372,9.796,0.039,-0.446,0.175
45,211.43750000000003,13.790833333333335,0.0131,8.243,0.063,-1.329,0.067
46,210.55416666666665,4.095277777777778,0.0243,8.725,0.055,-1.09,0.046
47,212.4333333333334,11.116111111111111,0.0211,8.847,0.053,-1.127,0.075
48,210.78333333333333,9.298888888888888,0.0185,8.361,0.072,-1.319,0.094
49,214.69583333333333,6.747222222222222,0.0249,8.613,0.073,-0.772,0.088
50,219.48749999999998,6.385000000000001,0.0299,9.738,0.026,-0.909,0.125
51,221.40416666666667,15.068055555555556,0.0189,8.519,0.055,-1.487,0.069
52,224.69166666666666,12.035555555555556,0.0317,9.442,0.042,-0.734,0.135
53,236.74999999999997,27.198055555555552,0.0316,8.876,0.084,-0.737,0.154
54,225.97500000000002,5.9769444444444435,0.0107,8.579,0.058,-1.431,0.115
55,241.24583333333337,8.453611111111112,0.0173,8.845,0.058,-1.078,0.109
56,350.4749999999999,15.236944444444445,0.0142,8.826,0.044,-1.28,0.088
57,351.7875,14.401111111111112,0.0143,8.425,0.055,-1.539,0.029
58,353.1166666666667,14.403333333333332,0.0139,8.361,0.069,-1.242,0.105
59,186.86666666666667,9.323055555555555,0.0241,8.808,0.052,-1.063,0.069
60,151.84583333333333,24.766111111111112,0.0213,9.057,0.053,-1.02,0.126
61,155.3125,25.650277777777777,0.019,8.569,0.057,-1.221,0.064
62,162.80416666666667,27.549722222222222,0.0137,8.581,0.049,-1.351,0.075
63,164.5,26.63888888888889,0.0217,8.493,0.085,-1.042,0.057
64,178.55833333333334,24.262500000000003,0.0233,8.664,0.083,-0.805,0.134
65,179.14583333333334,25.821666666666662,0.0165,8.564,0.083,-0.875,0.113
66,198.1583333333333,26.798333333333332,0.0222,8.674,0.064,-1.014,0.084
67,207.7125,27.04166666666667,0.0159,8.591,0.076,-1.086,0.162
68,211.81666666666666,25.164722222222224,0.0296,8.973,0.065,-0.938,0.122
69,217.94583333333335,25.55,0.0157,8.628,0.066,-1.143,0.141
70,117.40416666666665,28.08194444444445,0.0262,8.956,0.056,-0.828,0.099
71,173.01666666666668,24.669722222222223,0.0232,8.642,0.056,-1.138,0.053
72,179.55833333333337,26.309166666666666,0.0231,8.794,0.072,-0.9,0.08
73,197.16666666666666,24.076944444444443,0.0221,8.607,0.065,-1.039,0.105
74,197.85416666666669,24.859444444444446,0.0237,8.655,0.089,-0.869,0.155
75,201.02916666666667,25.183333333333334,0.0336,8.999,0.067,-0.66,0.066
76,202.78750000000002,27.314166666666665,0.0304,8.788,0.065,-0.917,0.105
77,221.03333333333333,26.405277777777776,0.0307,9.227,0.071,-0.772,0.194
78,221.47916666666663,24.93527777777778,0.0342,9.621,0.071,-0.427,0.242
79,228.48749999999998,27.254444444444445,0.0226,8.507,0.064,-1.06,0.034
80,202.42499999999995,10.61,0.0267,8.741,0.062,-0.894,0.055
81,150.3708333333333,23.88916666666667,0.0137,8.41,0.052,-1.702,0.05
82,176.45416666666668,26.119722222222226,0.0257,8.666,0.053,-1.086,0.06
0,,,0.0304,9.084,0.055,-0.711,0.028
1,,,0.0174,8.831,0.067,-0.915,0.09
2,,,0.022,8.931,0.046,-1.115,0.084
3,,,0.0301,8.795,0.073,-0.789,0.132
4,,,0.0238,9.421,0.038,-0.775,0.249
5,,,0.0197,9.201,0.068,-0.95,0.22
6,,,0.0128,8.597,0.033,-1.395,0.027
7,,,0.0128,7.992,0.075,-1.493,0.043
8,,,0.0357,9.359,0.067,-0.575,0.162
9,,,0.036,9.644,0.049,-0.499,0.229
10,,,0.0224,8.677,0.056,-1.246,0.082
11,,,0.0219,8.921,0.042,-1.207,0.095
12,,,0.0228,8.797,0.093,-0.646,0.171
13,,,0.0237,8.989,0.067,-0.945,0.147
14,,,0.0488,9.553,0.078,-0.316,0.168
15,,,0.0206,8.937,0.067,-0.885,0.16
16,,,0.0326,8.979,0.065,-0.797,0.087
17,,,0.0222,8.436,0.067,-1.135,0.115
18,,,0.022,8.729,0.067,-1.045,0.108
19,,,0.0131,8.568,0.057,-1.378,0.117
20,,,0.0141,8.274,0.062,-1.576,0.058
21,,,0.0202,8.463,0.064,-1.209,0.082
22,,,0.02,9.179,0.061,-0.823,0.164
23,,,0.011,8.365,0.058,-1.388,0.098
24,,,0.0206,8.679,0.053,-1.214,0.081
25,,,0.0214,8.551,0.059,-1.147,0.06
26,,,0.018,8.19,0.082,-0.953,0.083
27,,,0.0213,8.434,0.088,-1.017,0.129
28,,,0.0203,8.953,0.039,-1.235,0.044
29,,,0.023,8.991,0.04,-1.17,0.076
30,,,0.0107,8.195,0.085,-1.62,0.052
31,,,0.0109,8.453,0.065,-1.34,0.116
32,,,0.0396,9.4,0.054,-0.471,0.084
33,,,0.0236,9.258,0.039,-1.077,0.193
34,,,0.0227,8.84,0.05,-1.168,0.061
35,,,0.0241,8.788,0.086,-0.648,0.106
36,,,0.0212,8.583,0.061,-1.187,0.074
37,,,0.0237,8.976,0.042,-1.088,0.063
38,,,0.0212,8.553,0.062,-1.156,0.073
39,,,0.0315,9.339,0.059,-0.797,0.221
40,,,0.0371,9.914,0.037,-0.747,0.566
41,,,0.0225,8.636,0.076,-0.95,0.133
42,,,0.0255,8.683,0.07,-0.889,0.105
43,,,0.0247,9.166,0.064,-0.861,0.174
44,,,0.0372,9.796,0.039,-0.446,0.175
45,,,0.0131,8.243,0.063,-1.329,0.067
46,,,0.0243,8.725,0.055,-1.09,0.046
47,,,0.0211,8.847,0.053,-1.127,0.075
48,,,0.0185,8.361,0.072,-1.319,0.094
49,,,0.0249,8.613,0.073,-0.772,0.088
50,,,0.0299,9.738,0.026,-0.909,0.125
51,,,0.0189,8.519,0.055,-1.487,0.069
52,,,0.0317,9.442,0.042,-0.734,0.135
53,,,0.0316,8.876,0.084,-0.737,0.154
54,,,0.0107,8.579,0.058,-1.431,0.115
55,,,0.0173,8.845,0.058,-1.078,0.109
56,,,0.0142,8.826,0.044,-1.28,0.088
57,,,0.0143,8.425,0.055,-1.539,0.029
58,,,0.0139,8.361,0.069,-1.242,0.105
59,,,0.0241,8.808,0.052,-1.063,0.069
60,,,0.0213,9.057,0.053,-1.02,0.126
61,,,0.019,8.569,0.057,-1.221,0.064
62,,,0.0137,8.581,0.049,-1.351,0.075
63,,,0.0217,8.493,0.085,-1.042,0.057
64,,,0.0233,8.664,0.083,-0.805,0.134
65,,,0.0165,8.564,0.083,-0.875,0.113
66,,,0.0222,8.674,0.064,-1.014,0.084
67,,,0.0159,8.591,0.076,-1.086,0.162
68,,,0.0296,8.973,0.065,-0.938,0.122
69,,,0.0157,8.628,0.066,-1.143,0.141
70,,,0.0262,8.956,0.056,-0.828,0.099
71,,,0.0232,8.642,0.056,-1.138,0.053
72,,,0.0231,8.794,0.072,-0.9,0.08
73,,,0.0221,8.607,0.065,-1.039,0.105
74,,,0.0237,8.655,0.089,-0.869,0.155
75,,,0.0336,8.999,0.067,-0.66,0.066
76,,,0.0304,8.788,0.065,-0.917,0.105
77,,,0.0307,9.227,0.071,-0.772,0.194
78,,,0.0342,9.621,0.071,-0.427,0.242
79,,,0.0226,8.507,0.064,-1.06,0.034
80,,,0.0267,8.741,0.062,-0.894,0.055
81,,,0.0137,8.41,0.052,-1.702,0.05
82,,,0.0257,8.666,0.053,-1.086,0.06
0,,,,9.2,,-0.434,
1,,,,10.573,,0.219,
2,,,,9.337,,-0.46,
3,,,,10.496,,-0.502,
4,,,,9.384,,-0.603,
5,,,,9.881,,-0.287,
6,,,,9.782,,0.073,
7,,,,10.057,,-0.052,
8,,,,9.119,,-0.997,
9,,,,8.628,,-0.528,
10,,,,9.171,,-0.545,
11,,,,9.5,,-0.375,
12,,,,9.507,,-0.676,
13,,,,10.168,,0.145,
14,,,,9.229,,-0.651,
15,,,,10.008,,-0.021,
16,,,,9.049,,-0.602,
17,,,,9.856,,-0.215,
18,,,,9.689,,-0.383,
19,,,,9.806,,0.063,
20,,,,9.279,,-0.515,
21,,,,9.111,,-0.707,
22,,,,8.962,,-0.781,
23,,,,8.851,,-0.677,
24,,,,9.92,,-0.457,
25,,,,9.139,,-0.404,
26,,,,10.197,,0.053,
27,,,,8.494,,-1.233,
28,,,,9.767,,-0.327,
29,,,,8.943,,-1.251,
30,,,,9.407,,-0.907,
31,,,,9.283,,-0.704,
32,,,,8.803,,-0.595,
33,,,,9.081,,-0.778,
34,,,,10.378,,-0.058,
35,,,,9.495,,-0.611,
36,,,,9.635,,-0.235,
37,,,,9.459,,-0.794,
38,,,,8.8,,-1.222,
39,,,,9.223,,-0.099,
40,,,,8.626,,-0.967,
41,,,,9.112,,-0.855,
42,,,,8.024,,-1.581,
43,,,,10.819,,0.251,
44,,,,9.259,,-0.346,
45,,,,9.069,,-0.798,
46,,,,9.183,,-0.842,
47,,,,8.905,,-0.85,
48,,,,9.934,,-0.307,
49,,,,9.344,,-0.572,
50,,,,8.979,,-0.797,
51,,,,8.914,,-0.945,
52,,,,9.183,,-0.728,
53,,,,8.871,,-0.754,
54,,,,8.914,,-0.678,
